97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,97,99,99,99,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,
97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,97,97,99,99,97,97,97,97,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,
97,98,99,99,99,99,99,99,99,99,99,99,99,99,97,97,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,97,99,97,97,97,99,99,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,
97,98,99,99,99,99,99,99,99,99,97,99,99,99,97,97,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,97,99,99,99,99,97,97,97,97,97,97,97,97,97,99,97,97,97,97,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,99,99,97,97,97,
97,98,97,97,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,97,97,97,99,99,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,97,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,97,97,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,99,97,97,97,97,97,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,
97,98,97,97,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,97,97,97,97,99,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,97,97,97,99,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,107,99,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,97,97,
97,98,97,97,97,99,99,99,99,99,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,99,99,99,97,97,97,97,97,99,99,99,99,99,99,97,97,97,99,99,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,97,97,99,97,99,99,99,97,97,97,97,97,99,99,99,99,99,99,99,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,97,99,97,99,99,107,107,107,107,107,107,107,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
97,98,97,97,97,99,99,99,99,99,97,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,99,99,97,97,97,97,97,99,99,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,97,97,97,99,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,99,99,99,99,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,107,107,107,107,107,107,107,107,107,97,99,99,99,97,97,97,99,99,97,99,99,99,99,99,
97,98,97,99,97,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,99,99,97,97,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,99,99,99,97,97,97,99,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,106,107,107,107,107,112,112,107,107,107,107,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,
97,98,97,99,99,99,99,99,99,99,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,99,99,99,99,99,99,99,99,99,99,99,99,97,97,97,97,97,97,99,99,99,97,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,106,106,107,107,111,111,112,112,112,112,107,108,108,99,99,99,99,97,97,97,97,97,99,99,99,99,99,
